myFunc generated func Eliott activation: x/(1+fabsf(x))
input -0.466716 -0.101662 PredOutput 0.0226616 -0.0226876 
input -0.528552 -0.14766 PredOutput 0.0199739 -0.0255596 
input 0.0335153 3.76469e-05 PredOutput 0.0405291 -0.0036344 
input 0.299534 0.0268745 PredOutput 0.0504394 0.00690402 
input -0.716538 -0.36789 PredOutput 0.0107896 -0.0353848 
input -1.7324 -5.19933 PredOutput -0.0524104 -0.10346 
input 1.791 5.745 PredOutput 0.149924 0.113182 
input -0.636378 -0.257718 PredOutput 0.014895 -0.0309907 
input -0.480093 -0.110656 PredOutput 0.0220936 -0.0232945 
input 1.05798 1.18423 PredOutput 0.0960788 0.0553997 
input 0.256069 0.0167908 PredOutput 0.0486742 0.00502857 
input 0.895711 0.718627 PredOutput 0.0841015 0.0426302 
input -2.00688 -8.08282 PredOutput -0.0670414 -0.119332 
input 2.06452 8.79953 PredOutput 0.165877 0.130412 
input -2.038 -8.46475 PredOutput -0.0685415 -0.120962 
input -0.611979 -0.229197 PredOutput 0.0160888 -0.0297136 
input -1.10325 -1.34282 PredOutput -0.0123424 -0.0602081 
input 1.04236 1.13255 PredOutput 0.0948962 0.0541375 
input 0.162933 0.00432541 PredOutput 0.0451053 0.00123448 
input -1.82868 -6.11527 PredOutput -0.0578229 -0.109327 
input -0.178795 -0.00571567 PredOutput 0.0334247 -0.0112022 
input 0.118039 0.00164465 PredOutput 0.0434781 -0.000496312 
input 0.146311 0.00313209 PredOutput 0.0444969 0.000587372 
input 0.350967 0.0432314 PredOutput 0.0526207 0.00922082 
input 1.09534 1.31417 PredOutput 0.0989262 0.0584402 
input -2.06657 -8.82578 PredOutput -0.0698895 -0.122427 
input 0.300869 0.0272354 PredOutput 0.0504947 0.00696276 
input 1.2085 1.76498 PredOutput 0.107651 0.0677677 
input 0.174169 0.00528341 PredOutput 0.0455211 0.00167668 
input -2.10888 -9.37904 PredOutput -0.0718349 -0.124541 
input 1.97432 7.69573 PredOutput 0.16095 0.125085 
input 0.957055 0.876618 PredOutput 0.0885394 0.0473578 
input 0.910779 0.755508 PredOutput 0.0851796 0.0437782 
input -0.330996 -0.0362632 PredOutput 0.0280423 -0.0169428 
input -0.268735 -0.0194076 PredOutput 0.0303096 -0.0145238 
input -1.81898 -6.0184 PredOutput -0.0572905 -0.10875 
input -0.114125 -0.00148641 PredOutput 0.0355908 -0.00889367 
input 0.0368253 4.99389e-05 PredOutput 0.0406423 -0.0035139 
input 0.197496 0.00770324 PredOutput 0.0463972 0.00260823 
input 2.08779 9.10046 PredOutput 0.167094 0.131729 
input 0.165703 0.00454979 PredOutput 0.0452075 0.00134312 
input 1.28729 2.13319 PredOutput 0.113747 0.0742938 
input -0.25173 -0.0159517 PredOutput 0.0309113 -0.0138821 
input 0.141761 0.00284884 PredOutput 0.0443316 0.000411561 
input -2.06771 -8.84038 PredOutput -0.0699427 -0.122484 
input 2.08184 9.02288 PredOutput 0.166785 0.131395 
input 0.978457 0.936754 PredOutput 0.0901159 0.0490384 
input 0.118876 0.0016799 PredOutput 0.043508 -0.000464501 
input -1.65453 -4.52926 PredOutput -0.0478285 -0.0984984 
input -1.97884 -7.74878 PredOutput -0.0656619 -0.117834 
input -0.482729 -0.112489 PredOutput 0.0219808 -0.023415 
input 0.455009 0.094202 PredOutput 0.0573988 0.0142923 
input -1.24759 -1.94185 PredOutput -0.0218106 -0.0704 
input 1.15579 1.54395 PredOutput 0.103574 0.0634073 
input 1.41611 2.83979 PredOutput 0.123595 0.0848539 
input -1.57129 -3.87944 PredOutput -0.0427488 -0.093002 
input 1.12703 1.43155 PredOutput 0.101358 0.061038 
input -1.18807 -1.67698 PredOutput -0.0178876 -0.0661749 
input -0.708089 -0.355028 PredOutput 0.0112354 -0.0349074 
input 0.541146 0.158469 PredOutput 0.0617859 0.0189446 
input -1.74925 -5.3525 PredOutput -0.0533782 -0.104509 
input 0.995035 0.985178 PredOutput 0.091346 0.05035 
input -1.26894 -2.04326 PredOutput -0.0232198 -0.0719185 
input -1.0304 -1.094 PredOutput -0.00766289 -0.0551776 
input -0.820336 -0.552045 PredOutput 0.00507197 -0.0415102 
input 1.29252 2.15927 PredOutput 0.11415 0.0747257 
input 1.28918 2.14258 PredOutput 0.113892 0.0744497 
input 1.25552 1.97913 PredOutput 0.111291 0.0716642 
input -0.971619 -0.91725 PredOutput -0.00396907 -0.0512098 
input 1.40525 2.77496 PredOutput 0.122775 0.0839734 
input -0.526088 -0.145605 PredOutput 0.020084 -0.0254418 
input 8.18253e-05 5.47851e-13 PredOutput 0.0393947 -0.00484213 
input 2.07105 8.88322 PredOutput 0.16622 0.130784 
input -1.16492 -1.58085 PredOutput -0.016367 -0.0645381 
input 1.43394 2.94842 PredOutput 0.124938 0.0862947 
input 1.19991 1.72759 PredOutput 0.106986 0.0670558 
input -1.98517 -7.82332 PredOutput -0.0659754 -0.118175 
input -0.542824 -0.159948 PredOutput 0.0193307 -0.0262471 
input -0.954191 -0.868773 PredOutput -0.00289095 -0.0500523 
input 1.7262 5.14366 PredOutput 0.14571 0.108638 
input -1.0805 -1.26145 PredOutput -0.0108708 -0.0586257 
input 1.14299 1.49325 PredOutput 0.102587 0.0623522 
input -2.14832 -9.9151 PredOutput -0.0735936 -0.126453 
input -1.20203 -1.73678 PredOutput -0.0188062 -0.067164 
input -1.46235 -3.12717 PredOutput -0.0358632 -0.0855597 
input 0.686833 0.324006 PredOutput 0.0701725 0.027829 
input 1.47422 3.20396 PredOutput 0.127945 0.0895243 
input -0.173155 -0.00519169 PredOutput 0.0336154 -0.0109989 
input 1.15663 1.54735 PredOutput 0.10364 0.0634772 
input -1.8445 -6.27533 PredOutput -0.0586839 -0.110261 
input -2.03541 -8.43252 PredOutput -0.0684179 -0.120828 
input 1.03465 1.10759 PredOutput 0.094314 0.0535161 
input 1.76072 5.45842 PredOutput 0.147974 0.111079 
input 1.07385 1.2383 PredOutput 0.0972849 0.0566874 
input 0.143645 0.00296396 PredOutput 0.0443999 0.000484292 
input 0.349773 0.0427917 PredOutput 0.0525688 0.00916572 
input 0.784746 0.483268 PredOutput 0.0764488 0.0344906 
input 0.537742 0.155497 PredOutput 0.0616046 0.0187525 
input -1.33572 -2.38311 PredOutput -0.0276206 -0.076663 
input 0.792749 0.498203 PredOutput 0.0769824 0.0350576 
input 1.72839 5.16325 PredOutput 0.145855 0.108794 
input -1.25489 -1.97614 PredOutput -0.0222925 -0.0709192 
input -1.557 -3.77459 PredOutput -0.0418601 -0.0920409 
input 0.693096 0.33295 PredOutput 0.0705594 0.0282393 
input 2.13049 9.67023 PredOutput 0.169272 0.134086 
input 1.98911 7.86999 PredOutput 0.16178 0.125982 
input -0.73114 -0.390842 PredOutput 0.010012 -0.0362174 
input -1.41542 -2.83567 PredOutput -0.0328316 -0.082286 
input 1.59345 4.04587 PredOutput 0.136601 0.0988292 
input 0.741262 0.4073 PredOutput 0.0736025 0.031468 
input -0.0457717 -9.58937e-05 PredOutput 0.0378599 -0.00647645 
input 0.351848 0.0435578 PredOutput 0.0526591 0.00926151 
input 0.877115 0.674791 PredOutput 0.0827831 0.0412266 
input 1.58171 3.95711 PredOutput 0.135767 0.0979322 
input -0.936404 -0.821087 PredOutput -0.00179945 -0.0488807 
input -1.53957 -3.64917 PredOutput -0.0407689 -0.0908611 
input -1.74094 -5.2766 PredOutput -0.052902 -0.103993 
input 2.13368 9.71378 PredOutput 0.169432 0.134259 
input -1.08885 -1.29093 PredOutput -0.01141 -0.0592054 
input 0.748106 0.418687 PredOutput 0.0740444 0.0319371 
input -0.79996 -0.511924 PredOutput 0.00622833 -0.0402708 
input -1.16846 -1.59529 PredOutput -0.016599 -0.0647878 
input -1.52274 -3.53083 PredOutput -0.0397099 -0.0897163 
input 2.09791 9.23338 PredOutput 0.167617 0.132295 
input -0.23266 -0.0125941 PredOutput 0.0315783 -0.0131708 
input -1.77081 -5.55283 PredOutput -0.054604 -0.105837 
input 0.033242 3.67335e-05 PredOutput 0.0405198 -0.00364434 
input -0.635765 -0.256975 PredOutput 0.0149252 -0.0309583 
input -1.04009 -1.12515 PredOutput -0.00827938 -0.0558401 
input -0.315443 -0.0313878 PredOutput 0.0286189 -0.0163274 
input 0.130918 0.00224386 PredOutput 0.0439398 -5.15394e-06 
input -0.17262 -0.00514363 PredOutput 0.0336334 -0.0109796 
input -0.280946 -0.0221753 PredOutput 0.0298732 -0.0149893 
input 0.448933 0.0904786 PredOutput 0.0571049 0.0139804 
input 0.510115 0.132741 PredOutput 0.0601576 0.0172185 
input -0.166914 -0.00465027 PredOutput 0.0338259 -0.0107745 
input -1.79305 -5.76468 PredOutput -0.0558535 -0.107192 
input 1.50058 3.37889 PredOutput 0.129892 0.0916158 
input 1.69854 4.90032 PredOutput 0.143863 0.106648 
input -1.80572 -5.88778 PredOutput -0.0565585 -0.107956 
input -1.67093 -4.66527 PredOutput -0.0488077 -0.0995585 
input -0.142871 -0.00291631 PredOutput 0.0346327 -0.00991462 
input 0.930311 0.805165 PredOutput 0.0865891 0.0452796 
input 0.225729 0.0115018 PredOutput 0.0474807 0.00376008 
input 1.52509 3.54721 PredOutput 0.131687 0.0935447 
input 1.69199 4.84389 PredOutput 0.143422 0.106173 
input 1.38687 2.66749 PredOutput 0.121381 0.082478 
input 1.06877 1.22083 PredOutput 0.0968985 0.0562748 
input 0.671388 0.302636 PredOutput 0.0692272 0.0268268 
input 1.30587 2.22688 PredOutput 0.115179 0.0758287 
input 1.52032 3.51401 PredOutput 0.131339 0.0931704 
input -1.68522 -4.786 PredOutput -0.049655 -0.100476 
input 1.52079 3.51725 PredOutput 0.131373 0.0932072 
input -1.38439 -2.65326 PredOutput -0.030811 -0.0801049 
input -1.70285 -4.93778 PredOutput -0.0506921 -0.101599 
input -1.86725 -6.5104 PredOutput -0.0599079 -0.111589 
input -1.44839 -3.03851 PredOutput -0.0349654 -0.08459 
input 1.78696 5.70613 PredOutput 0.149666 0.112903 
input 0.603037 0.219297 PredOutput 0.0651994 0.0225607 
input 0.559761 0.175392 PredOutput 0.062789 0.0200077 
input -0.858314 -0.632323 PredOutput 0.00287488 -0.0438658 
input -1.32027 -2.30139 PredOutput -0.0266045 -0.0755671 
input 1.20127 1.73349 PredOutput 0.107091 0.0671686 
input -0.174639 -0.00532624 PredOutput 0.0335653 -0.0110523 
input 1.60094 4.10322 PredOutput 0.137131 0.0993996 
input 0.43812 0.0840966 PredOutput 0.0565865 0.0134304 
input -1.63001 -4.33086 PredOutput -0.0463506 -0.0968988 
input 0.203493 0.00842654 PredOutput 0.0466254 0.00285075 
input 0.839215 0.591045 PredOutput 0.0801393 0.0384137 
input -0.224311 -0.0112863 PredOutput 0.0318679 -0.0128619 
input 1.8072 5.90222 PredOutput 0.150952 0.11429 
input -1.3372 -2.39105 PredOutput -0.0277181 -0.0767681 
input 1.19963 1.72641 PredOutput 0.106965 0.0670331 
input -0.651995 -0.277162 PredOutput 0.0141171 -0.031823 
input -0.0663544 -0.000292152 PredOutput 0.037176 -0.00720484 
input -2.11835 -9.50596 PredOutput -0.072262 -0.125005 
input 1.484 3.26812 PredOutput 0.128669 0.0903022 
input 1.12756 1.43358 PredOutput 0.101399 0.0610818 
input 0.0811164 0.000533735 PredOutput 0.0421746 -0.00188321 
input 1.21605 1.79825 PredOutput 0.108235 0.0683929 
input -0.761781 -0.442069 PredOutput 0.0083512 -0.0379962 
input -2.13205 -9.69148 PredOutput -0.0728742 -0.125671 
input 2.02002 8.2427 PredOutput 0.163487 0.127828 
input -2.18478 -10.4286 PredOutput -0.0751735 -0.128172 
input -0.730865 -0.390402 PredOutput 0.0100267 -0.0362017 
input -1.92107 -7.08975 PredOutput -0.0627353 -0.114657 
input -1.02265 -1.06952 PredOutput -0.00717153 -0.0546496 
input -1.68401 -4.77566 PredOutput -0.0495832 -0.100398 
input 0.0818211 0.000547766 PredOutput 0.0421992 -0.001857 
input -1.72213 -5.10735 PredOutput -0.0518157 -0.102816 
input 0.0639095 0.000261033 PredOutput 0.0415755 -0.00252076 
input -2.01839 -8.22266 PredOutput -0.0675998 -0.119939 
input 1.71072 5.0065 PredOutput 0.14468 0.107528 
input 1.45249 3.06433 PredOutput 0.126327 0.0877864 
input -0.76772 -0.452489 PredOutput 0.00802482 -0.0383459 
input -1.14896 -1.51674 PredOutput -0.0153211 -0.0634125 
input -1.45311 -3.06827 PredOutput -0.035269 -0.0849179 
input -1.11018 -1.36831 PredOutput -0.0127927 -0.0606924 
input -2.1167 -9.48364 PredOutput -0.0721873 -0.124924 
input -1.43342 -2.94526 PredOutput -0.0339986 -0.0835459 
input -1.48468 -3.27265 PredOutput -0.0372936 -0.087105 
input 1.73673 5.23836 PredOutput 0.146405 0.109387 
input 0.293602 0.0253092 PredOutput 0.0501945 0.00664385 
input 1.98557 7.82814 PredOutput 0.161583 0.125769 
input -0.43935 -0.0848069 PredOutput 0.0238014 -0.0214702 
input -0.447526 -0.08963 PredOutput 0.023464 -0.0218306 
input 2.04269 8.52333 PredOutput 0.164714 0.129155 
input 1.9153 7.02606 PredOutput 0.157548 0.12141 
input -1.90214 -6.88218 PredOutput -0.0617517 -0.113589 
input 1.67149 4.66996 PredOutput 0.14203 0.104674 
input -1.54776 -3.70778 PredOutput -0.0412826 -0.0914166 
input -1.32168 -2.30878 PredOutput -0.0266974 -0.0756673 
input -1.98232 -7.78969 PredOutput -0.0658344 -0.118021 
input 0.690359 0.329022 PredOutput 0.0703901 0.0280597 
input -2.08844 -9.10888 PredOutput -0.0709023 -0.123527 
input -0.0495743 -0.000121834 PredOutput 0.0377334 -0.00661117 
input -1.71412 -5.03645 PredOutput -0.0513503 -0.102312 
input -1.50473 -3.40705 PredOutput -0.0385702 -0.0884844 
input 1.09458 1.31142 PredOutput 0.0988677 0.0583777 
input -0.434359 -0.0819498 PredOutput 0.024006 -0.0212516 
input -1.21368 -1.78777 PredOutput -0.0195738 -0.0679906 
input 1.02053 1.06286 PredOutput 0.0932518 0.0523828 
input 2.04988 8.61364 PredOutput 0.165099 0.129571 
input 1.3851 2.65729 PredOutput 0.121247 0.0823337 
input -1.72134 -5.10039 PredOutput -0.0517704 -0.102767 
input -1.43716 -2.96835 PredOutput -0.0342402 -0.0838068 
input -1.11131 -1.37246 PredOutput -0.0128656 -0.0607708 
input 0.00310884 3.00465e-08 PredOutput 0.0394968 -0.00473339 
input -1.4041 -2.76818 PredOutput -0.0320958 -0.0814917 
input -0.84963 -0.613323 PredOutput 0.00338194 -0.043322 
input -1.9669 -7.60936 PredOutput -0.0650663 -0.117187 
input 0.359402 0.0464238 PredOutput 0.052989 0.00961187 
input 1.26601 2.02913 PredOutput 0.112102 0.0725326 
input -1.15348 -1.53472 PredOutput -0.015617 -0.0637309 
input 1.68652 4.79701 PredOutput 0.143052 0.105774 
input -1.65336 -4.51963 PredOutput -0.0477581 -0.0984222 
input -0.620631 -0.239056 PredOutput 0.0156684 -0.0301632 
input 0.227397 0.0117585 PredOutput 0.0475455 0.00382895 
input 0.606024 0.222572 PredOutput 0.0653699 0.0227412 
input 0.813114 0.537593 PredOutput 0.078354 0.0365154 
input 0.320157 0.0328164 PredOutput 0.0513012 0.00781947 
input -0.220607 -0.0107364 PredOutput 0.0319959 -0.0127254 
input 0.069135 0.000330441 PredOutput 0.0417569 -0.00232767 
input 1.40707 2.78576 PredOutput 0.122913 0.0841212 
input -2.11645 -9.48039 PredOutput -0.0721765 -0.124912 
input -1.58986 -4.01865 PredOutput -0.0438972 -0.0942442 
input 0.737262 0.400742 PredOutput 0.0733453 0.031195 
input 0.950801 0.859547 PredOutput 0.0880813 0.0468696 
input -0.253977 -0.0163827 PredOutput 0.0308322 -0.0139664 
input 0.417506 0.072776 PredOutput 0.055615 0.0123995 
input 0.330892 0.0362293 PredOutput 0.0517565 0.00830302 
input 0.472501 0.105489 PredOutput 0.0582564 0.015202 
input -0.337137 -0.0383194 PredOutput 0.0278125 -0.0171879 
input 2.15186 9.96418 PredOutput 0.170335 0.135236 
input -1.67541 -4.70291 PredOutput -0.0490741 -0.0998469 
input 1.8597 6.43171 PredOutput 0.154214 0.11781 
input 0.320034 0.0327785 PredOutput 0.051296 0.00781395 
input -0.805709 -0.52304 PredOutput 0.00590367 -0.0406187 
input 0.685576 0.322231 PredOutput 0.0700951 0.0277469 
input 1.18979 1.68427 PredOutput 0.106203 0.0662182 
input 2.0573 8.7075 PredOutput 0.165494 0.129998 
input -0.878792 -0.678669 PredOutput 0.00166874 -0.0451594 
input -0.659087 -0.286305 PredOutput 0.0137603 -0.0322048 
input 1.78242 5.66283 PredOutput 0.149376 0.11259 
input -1.30774 -2.23646 PredOutput -0.0257787 -0.0746768 
input -1.64305 -4.43562 PredOutput -0.0471385 -0.0977515 
input 1.32311 2.31628 PredOutput 0.116507 0.0772511 
input 0.370133 0.0507078 PredOutput 0.0534622 0.0101142 
input -2.0746 -8.92898 PredOutput -0.0702631 -0.122833 
input 1.19494 1.70625 PredOutput 0.106602 0.0666448 
input -0.0081285 -5.3707e-07 PredOutput 0.0391182 -0.00513649 
input 1.23634 1.88981 PredOutput 0.109807 0.070075 
input -1.89225 -6.77538 PredOutput -0.0612331 -0.113026 
input 1.67523 4.70138 PredOutput 0.142285 0.104949 
input -2.05415 -8.66753 PredOutput -0.0693066 -0.121793 
input 0.203156 0.00838471 PredOutput 0.0466125 0.00283708 
input 0.257281 0.0170304 PredOutput 0.0487226 0.00507991 
input 1.04549 1.14277 PredOutput 0.0951326 0.0543897 
input 1.31858 2.29257 PredOutput 0.116158 0.0768777 
input -1.37742 -2.61334 PredOutput -0.030355 -0.0796129 
input -0.0250046 -1.56336e-05 PredOutput 0.0385525 -0.0057389 
input -0.893287 -0.71281 PredOutput 0.000806255 -0.0460846 
input -1.30976 -2.24688 PredOutput -0.0259124 -0.0748208 
input 0.588429 0.203743 PredOutput 0.0643734 0.021686 
input 0.35315 0.044043 PredOutput 0.0527157 0.00932169 
input -1.49102 -3.31472 PredOutput -0.0376977 -0.0875416 
input -0.88437 -0.691675 PredOutput 0.00133767 -0.0455145 
input 0.29312 0.0251846 PredOutput 0.0501746 0.00662274 
input -0.964255 -0.896553 PredOutput -0.00351252 -0.0507196 
input -1.77092 -5.55387 PredOutput -0.0546103 -0.105844 
input 1.26292 2.01431 PredOutput 0.111864 0.0722768 
input -0.805442 -0.522519 PredOutput 0.00591881 -0.0406025 
input 2.14521 9.87206 PredOutput 0.170006 0.13488 
input -1.54422 -3.68238 PredOutput -0.0410609 -0.0911768 
input 0.908697 0.750339 PredOutput 0.0850301 0.043619 
input 1.59623 4.06709 PredOutput 0.136798 0.0990411 
input 1.07531 1.24339 PredOutput 0.0973966 0.0568067 
input -1.53093 -3.58808 PredOutput -0.0402259 -0.090274 
input 0.747641 0.417906 PredOutput 0.0740143 0.0319051 
input -0.763586 -0.445219 PredOutput 0.00825216 -0.0381023 
input 1.73034 5.18076 PredOutput 0.145984 0.108933 
input 1.62129 4.26166 PredOutput 0.138561 0.100939 
input -2.0544 -8.67073 PredOutput -0.0693186 -0.121806 
input -0.18897 -0.006748 PredOutput 0.0330796 -0.01157 
input -2.10719 -9.3564 PredOutput -0.0717579 -0.124457 
input 1.1368 1.46911 PredOutput 0.10211 0.061842 
input -1.25385 -1.97124 PredOutput -0.022224 -0.0708454 
input 1.97813 7.74048 PredOutput 0.161165 0.125318 
input 0.878254 0.677423 PredOutput 0.0828634 0.0413122 
input -1.03491 -1.10844 PredOutput -0.00794986 -0.0554859 
input 1.46122 3.11993 PredOutput 0.126978 0.088486 
input 1.74164 5.28295 PredOutput 0.146729 0.109736 
input 1.11307 1.37901 PredOutput 0.100285 0.0598917 
input 0.465742 0.101027 PredOutput 0.057923 0.0148484 
input -1.81192 -5.9486 PredOutput -0.0569014 -0.108328 
input 1.23324 1.87563 PredOutput 0.109567 0.0698181 
input 1.51021 3.44439 PredOutput 0.130599 0.0923759 
input 0.334611 0.0374646 PredOutput 0.0519153 0.00847169 
input 0.199565 0.00794794 PredOutput 0.0464758 0.00269178 
input -2.05918 -8.73141 PredOutput -0.0695434 -0.122051 
input -1.61255 -4.19314 PredOutput -0.0452885 -0.0957494 
input 0.602382 0.218583 PredOutput 0.0651621 0.0225212 
input 1.58017 3.9456 PredOutput 0.135658 0.0978144 
input 1.26602 2.02921 PredOutput 0.112104 0.0725339 
input 0.31572 0.0314707 PredOutput 0.0511144 0.00762103 
input 1.83796 6.20876 PredOutput 0.152876 0.116366 
input 0.828958 0.569636 PredOutput 0.0794341 0.0376638 
input 0.56404 0.179444 PredOutput 0.0630224 0.020255 
input 1.71228 5.02021 PredOutput 0.144784 0.10764 
input -1.57869 -3.93452 PredOutput -0.0432074 -0.093498 
input 0.927551 0.798018 PredOutput 0.0863891 0.0450665 
input -0.0386594 -5.77785e-05 PredOutput 0.0380967 -0.00622423 
input -0.656035 -0.282346 PredOutput 0.0139141 -0.0320402 
input -0.778977 -0.472688 PredOutput 0.00740225 -0.0390129 
input 1.60354 4.12328 PredOutput 0.137315 0.0995974 
input 2.18434 10.4223 PredOutput 0.171917 0.136949 
input -0.09978 -0.000993415 PredOutput 0.0360672 -0.00838607 
input 0.0973222 0.000921799 PredOutput 0.0427434 -0.00127799 
input -1.84622 -6.29285 PredOutput -0.0587767 -0.110362 
input 1.54786 3.70847 PredOutput 0.133339 0.0953209 
input -1.75536 -5.40881 PredOutput -0.0537273 -0.104887 
input 0.705331 0.350896 PredOutput 0.0713212 0.0290473 
input -0.328414 -0.0354212 PredOutput 0.0281385 -0.0168401 
input -1.54353 -3.67741 PredOutput -0.0410173 -0.0911297 
input -0.274266 -0.0206308 PredOutput 0.0301124 -0.0147341 
input -0.532549 -0.151036 PredOutput 0.0197946 -0.0257512 
input 1.11487 1.38571 PredOutput 0.100423 0.0600391 
input -0.421803 -0.0750461 PredOutput 0.0245168 -0.0207061 
input 1.79205 5.75506 PredOutput 0.149991 0.113253 
input 1.35599 2.49326 PredOutput 0.119027 0.0799534 
input -1.58917 -4.01336 PredOutput -0.0438543 -0.0941977 
input -2.05597 -8.69056 PredOutput -0.0693922 -0.121886 
input -1.64203 -4.42731 PredOutput -0.0470766 -0.0976845 
input -0.967175 -0.904722 PredOutput -0.00369337 -0.0509138 
input -0.96539 -0.899723 PredOutput -0.0035828 -0.0507951 
input 0.879048 0.679264 PredOutput 0.0829195 0.0413719 
input -0.195902 -0.00751829 PredOutput 0.0328436 -0.0118217 
input -1.16129 -1.56609 PredOutput -0.0161286 -0.0642815 
input 0.746939 0.416731 PredOutput 0.0739689 0.0318569 
input 0.641049 0.263435 PredOutput 0.0674075 0.0248985 
input -0.857648 -0.630851 PredOutput 0.00291392 -0.0438239 
input -0.621599 -0.240177 PredOutput 0.0156212 -0.0302138 
input -0.889466 -0.703702 PredOutput 0.00103429 -0.0458399 
input -0.117283 -0.00161328 PredOutput 0.0354858 -0.00900557 
input -1.28403 -2.11701 PredOutput -0.0242154 -0.0729915 
input -0.586156 -0.201391 PredOutput 0.0173238 -0.0283928 
input 1.96068 7.53733 PredOutput 0.160176 0.124249 
input -0.343312 -0.0404638 PredOutput 0.0275804 -0.0174357 
input -0.800798 -0.513534 PredOutput 0.00618109 -0.0403214 
input 0.942001 0.835901 PredOutput 0.0874388 0.0461849 
input -0.167053 -0.00466192 PredOutput 0.0338212 -0.0107795 
input 0.716674 0.368099 PredOutput 0.0720343 0.0298038 
input 2.09851 9.24134 PredOutput 0.167648 0.132328 
input 1.45005 3.04894 PredOutput 0.126145 0.0875911 
input -0.572239 -0.187384 PredOutput 0.0179772 -0.027694 
input -2.04262 -8.52246 PredOutput -0.0687614 -0.121201 
input -1.29365 -2.16496 PredOutput -0.0248501 -0.0736757 
input 0.589548 0.204907 PredOutput 0.0644362 0.0217525 
input 0.985167 0.956159 PredOutput 0.090613 0.0495683 
input -0.514741 -0.136385 PredOutput 0.020588 -0.0249032 
input -0.35419 -0.0444334 PredOutput 0.0271684 -0.0178754 
input 2.07765 8.96849 PredOutput 0.166566 0.131158 
input -1.87518 -6.59365 PredOutput -0.0603303 -0.112047 
input 1.5453 3.69008 PredOutput 0.133154 0.0951218 
input 0.371897 0.0514363 PredOutput 0.0535404 0.0101973 
input 0.239234 0.0136921 PredOutput 0.0480082 0.0043207 
input -0.173644 -0.00523579 PredOutput 0.0335988 -0.0110165 
input 1.13736 1.47128 PredOutput 0.102153 0.0618881 
input 0.810962 0.533336 PredOutput 0.0782082 0.0363604 
input 1.7941 5.77484 PredOutput 0.150122 0.113394 
input -1.87218 -6.56206 PredOutput -0.0601706 -0.111874 
input -0.0455141 -9.42841e-05 PredOutput 0.0378685 -0.00646732 
input 0.0524864 0.000144591 PredOutput 0.0411805 -0.00294113 
input -0.26764 -0.0191715 PredOutput 0.0303486 -0.0144822 
input 1.07682 1.24862 PredOutput 0.0975115 0.0569293 
input 0.601844 0.217998 PredOutput 0.0651315 0.0224888 
input -0.0787273 -0.000487951 PredOutput 0.0367655 -0.00764209 
input -1.20422 -1.74628 PredOutput -0.0189503 -0.0673192 
input -0.917938 -0.773464 PredOutput -0.000676339 -0.0476753 
input 2.17931 10.3504 PredOutput 0.171674 0.136686 
input -1.97046 -7.65077 PredOutput -0.0652445 -0.117381 
input 1.86568 6.49399 PredOutput 0.154578 0.118203 
input -0.995583 -0.986808 PredOutput -0.00546479 -0.0528162 
input -1.85574 -6.39075 PredOutput -0.0592907 -0.110919 
input -1.46474 -3.14255 PredOutput -0.0360169 -0.0857257 
input 1.80518 5.88246 PredOutput 0.150824 0.114153 
input -0.688613 -0.326531 PredOutput 0.0122514 -0.0338198 
input 0.760242 0.439395 PredOutput 0.0748335 0.032775 
input 0.141288 0.00282042 PredOutput 0.0443144 0.000393328 
input 0.639692 0.261766 PredOutput 0.0673274 0.0248136 
input -0.459286 -0.0968833 PredOutput 0.022974 -0.0223539 
input -1.30984 -2.24725 PredOutput -0.0259171 -0.074826 
input -2.03431 -8.41877 PredOutput -0.068365 -0.12077 
input 2.09213 9.15728 PredOutput 0.167319 0.131972 
input 1.61477 4.21048 PredOutput 0.138104 0.100447 
input -0.894491 -0.715694 PredOutput 0.000734348 -0.0461617 
input 1.40358 2.76513 PredOutput 0.122649 0.0838384 
input 1.73535 5.22589 PredOutput 0.146315 0.10929 
input -0.961836 -0.889822 PredOutput -0.00336285 -0.0505589 
input 0.722991 0.37792 PredOutput 0.0724344 0.0302283 
input 1.98393 7.80872 PredOutput 0.161491 0.125669 
input -1.25119 -1.95872 PredOutput -0.0220484 -0.0706562 
input 1.97211 7.66992 PredOutput 0.160825 0.12495 
input 0.706313 0.352364 PredOutput 0.0713827 0.0291125 
input 1.28379 2.11583 PredOutput 0.113476 0.0740041 
input -1.81865 -6.01512 PredOutput -0.0572723 -0.10873 
input -1.39915 -2.73898 PredOutput -0.0317732 -0.0811434 
input 0.26356 0.0183079 PredOutput 0.0489737 0.00534675 
input -0.234744 -0.0129355 PredOutput 0.0315058 -0.0132481 
input -1.612 -4.18882 PredOutput -0.0452547 -0.0957128 
input 0.511116 0.133524 PredOutput 0.0602093 0.0172733 
input 1.96413 7.57722 PredOutput 0.160373 0.124461 
input -1.98728 -7.8483 PredOutput -0.0660798 -0.118288 
input -1.33869 -2.39903 PredOutput -0.0278157 -0.0768734 
input -0.145836 -0.00310167 PredOutput 0.0345335 -0.0100203 
input -2.07347 -8.91442 PredOutput -0.0702107 -0.122776 
input 1.28359 2.11485 PredOutput 0.113461 0.0739878 
input -1.76327 -5.48219 PredOutput -0.0541768 -0.105374 
input 0.546198 0.162948 PredOutput 0.0620561 0.019231 
input 1.75327 5.38951 PredOutput 0.14749 0.110557 
input 0.297652 0.0263711 PredOutput 0.0503615 0.00682134 
