myFunc generated func Eliott activation: x/(1+fabsf(x))
input 1.791 5.745 PredOutput 0.110392 0.0703898 
input -0.636378 -0.257718 PredOutput 0.0927078 0.049736 
input -0.480093 -0.110656 PredOutput 0.0936934 0.0508919 
input 1.05798 1.18423 PredOutput 0.102196 0.0608201 
input 0.256069 0.0167908 PredOutput 0.0968824 0.0546223 
input 0.895711 0.718627 PredOutput 0.100748 0.0591305 
input -2.00688 -8.08282 PredOutput 0.0775683 0.031811 
input 2.06452 8.79953 PredOutput 0.113577 0.0741131 
input -2.038 -8.46475 PredOutput 0.0771856 0.0313544 
input -0.611979 -0.229197 PredOutput 0.0928734 0.0499304 
input -1.10325 -1.34282 PredOutput 0.0886186 0.0449249 
input 1.04236 1.13255 PredOutput 0.102048 0.0606478 
input 0.162933 0.00432541 PredOutput 0.0965006 0.0541765 
input -1.82868 -6.11527 PredOutput 0.079803 0.034474 
input -0.178795 -0.00571567 PredOutput 0.0951591 0.0526083 
input 0.118039 0.00164465 PredOutput 0.0963234 0.0539695 
input 0.146311 0.00313209 PredOutput 0.0964346 0.0540994 
input 0.350967 0.0432314 PredOutput 0.0973012 0.055111 
input 1.09534 1.31417 PredOutput 0.102556 0.0612402 
input -2.06657 -8.82578 PredOutput 0.0768367 0.0309381 
input 0.300869 0.0272354 PredOutput 0.0970756 0.0548478 
input 1.2085 1.76498 PredOutput 0.103701 0.0625765 
input 0.174169 0.00528341 PredOutput 0.0965455 0.054229 
input -2.10888 -9.37904 PredOutput 0.0763249 0.0303271 
input 1.97432 7.69573 PredOutput 0.112544 0.0729052 
input 0.957055 0.876618 PredOutput 0.101272 0.0597425 
input 0.910779 0.755508 PredOutput 0.100874 0.0592777 
input -0.330996 -0.0362632 PredOutput 0.0944811 0.0518147 
input -0.268735 -0.0194076 PredOutput 0.0947711 0.0521542 
input -1.81898 -6.0184 PredOutput 0.0799263 0.0346208 
input -0.114125 -0.00148641 PredOutput 0.0954214 0.0529152 
input 0.0368253 4.99389e-05 PredOutput 0.0960085 0.0536016 
input 0.197496 0.00770324 PredOutput 0.0966397 0.0543389 
input 2.08779 9.10046 PredOutput 0.11384 0.0744205 
input 0.165703 0.00454979 PredOutput 0.0965117 0.0541894 
input 1.28729 2.13319 PredOutput 0.104542 0.0635579 
input -0.25173 -0.0159517 PredOutput 0.094847 0.0522431 
input 0.141761 0.00284884 PredOutput 0.0964166 0.0540784 
input -2.06771 -8.84038 PredOutput 0.0768229 0.0309216 
input 2.08184 9.02288 PredOutput 0.113773 0.0743421 
input 0.978457 0.936754 PredOutput 0.101462 0.0599638 
input 0.118876 0.0016799 PredOutput 0.0963267 0.0539733 
input -1.65453 -4.52926 PredOutput 0.0820236 0.037115 
input -1.97884 -7.74878 PredOutput 0.0779153 0.0322249 
input -0.482729 -0.112489 PredOutput 0.0936782 0.0508741 
input 0.455009 0.094202 PredOutput 0.0978085 0.0557027 
input -1.24759 -1.94185 PredOutput 0.087024 0.0430421 
input 1.15579 1.54395 PredOutput 0.103158 0.0619425 
input 1.41611 2.83979 PredOutput 0.105979 0.0652353 
input -1.57129 -3.87944 PredOutput 0.0830818 0.0383717 
input 1.12703 1.43155 PredOutput 0.102869 0.0616049 
input -1.18807 -1.67698 PredOutput 0.0876973 0.0438376 
input -0.708089 -0.355028 PredOutput 0.0921941 0.049133 
input 0.541146 0.158469 PredOutput 0.0982753 0.0562469 
input -1.74925 -5.3525 PredOutput 0.0808146 0.0356776 
input 0.995035 0.985178 PredOutput 0.101611 0.0601379 
input -1.26894 -2.04326 PredOutput 0.0867775 0.0427508 
input -1.0304 -1.094 PredOutput 0.08937 0.0458108 
input -0.820336 -0.552045 PredOutput 0.0913067 0.0480904 
input 1.29252 2.15927 PredOutput 0.104599 0.0636243 
input 1.28918 2.14258 PredOutput 0.104562 0.0635818 
input 1.25552 1.97913 PredOutput 0.104199 0.0631576 
input -0.971619 -0.91725 PredOutput 0.0899473 0.0464909 
input 1.40525 2.77496 PredOutput 0.105855 0.0650909 
input -0.526088 -0.145605 PredOutput 0.0934213 0.0505729 
input 8.18253e-05 5.47851e-13 PredOutput 0.0958669 0.053436 
input 2.07105 8.88322 PredOutput 0.113651 0.0741995 
input -1.16492 -1.58085 PredOutput 0.0879534 0.04414 
input 1.43394 2.94842 PredOutput 0.106183 0.0654734 
input 1.19991 1.72759 PredOutput 0.103611 0.0624719 
input -1.98517 -7.82332 PredOutput 0.0778369 0.0321313 
input -0.542824 -0.159948 PredOutput 0.0933187 0.0504526 
input -0.954191 -0.868773 PredOutput 0.0901133 0.0466864 
input 1.7262 5.14366 PredOutput 0.109622 0.0694897 
input -1.0805 -1.26145 PredOutput 0.0888573 0.0452065 
input 1.14299 1.49325 PredOutput 0.103028 0.0617916 
input -2.14832 -9.9151 PredOutput 0.0758532 0.0297638 
input -1.20203 -1.73678 PredOutput 0.0875413 0.0436534 
input -1.46235 -3.12717 PredOutput 0.0844485 0.0399931 
input 0.686833 0.324006 PredOutput 0.0991776 0.0572992 
input 1.47422 3.20396 PredOutput 0.106647 0.0660155 
input -0.173155 -0.00519169 PredOutput 0.0951824 0.0526356 
input 1.15663 1.54735 PredOutput 0.103166 0.0619525 
input -1.8445 -6.27533 PredOutput 0.0796024 0.0342351 
input -2.03541 -8.43252 PredOutput 0.0772173 0.0313923 
input 1.03465 1.10759 PredOutput 0.101976 0.0605634 
input 1.76072 5.45842 PredOutput 0.110033 0.0699694 
input 1.07385 1.2383 PredOutput 0.102348 0.0609971 
input 0.143645 0.00296396 PredOutput 0.0964241 0.0540871 
input 0.349773 0.0427917 PredOutput 0.0972957 0.0551046 
input 0.784746 0.483268 PredOutput 0.0998718 0.0581089 
input 0.537742 0.155497 PredOutput 0.0982559 0.0562244 
input -1.33572 -2.38311 PredOutput 0.0859916 0.0418211 
input 0.792749 0.498203 PredOutput 0.0999318 0.0581788 
input 1.72839 5.16325 PredOutput 0.109648 0.0695202 
input -1.25489 -1.97614 PredOutput 0.08694 0.0429428 
input -1.557 -3.77459 PredOutput 0.0832624 0.0385861 
input 0.693096 0.33295 PredOutput 0.0992199 0.0573485 
input 2.13049 9.67023 PredOutput 0.114317 0.0749792 
input 1.98911 7.86999 PredOutput 0.112715 0.0731049 
input -0.73114 -0.390842 PredOutput 0.0920203 0.0489289 
input -1.41542 -2.83567 PredOutput 0.0850273 0.0406792 
input 1.59345 4.04587 PredOutput 0.108045 0.0676474 
input 0.741262 0.4073 PredOutput 0.0995545 0.0577388 
input -0.0457717 -9.58937e-05 PredOutput 0.0956896 0.0532287 
input 0.351848 0.0435578 PredOutput 0.0973052 0.0551158 
input 0.877115 0.674791 PredOutput 0.100594 0.0589515 
input 1.58171 3.95711 PredOutput 0.107906 0.0674853 
input -0.936404 -0.821087 PredOutput 0.0902803 0.046883 
input -1.53957 -3.64917 PredOutput 0.0834825 0.0388472 
input -1.74094 -5.2766 PredOutput 0.0809206 0.0358038 
input 2.13368 9.71378 PredOutput 0.114353 0.0750207 
input -1.08885 -1.29093 PredOutput 0.0887701 0.0451037 
input 0.748106 0.418687 PredOutput 0.0996035 0.0577959 
input -0.79996 -0.511924 PredOutput 0.0914755 0.0482888 
input -1.16846 -1.59529 PredOutput 0.0879145 0.0440941 
input -1.52274 -3.53083 PredOutput 0.0836942 0.0390985 
input 2.09791 9.23338 PredOutput 0.113953 0.0745535 
input -0.23266 -0.0125941 PredOutput 0.0949306 0.0523409 
input -1.77081 -5.55283 PredOutput 0.0805396 0.0353505 
input 0.033242 3.67335e-05 PredOutput 0.0959947 0.0535854 
input -0.635765 -0.256975 PredOutput 0.092712 0.049741 
input -1.04009 -1.12515 PredOutput 0.0892723 0.0456957 
input -0.315443 -0.0313878 PredOutput 0.0945554 0.0519017 
input 0.130918 0.00224386 PredOutput 0.0963739 0.0540285 
input -0.17262 -0.00514363 PredOutput 0.0951846 0.0526382 
input -0.280946 -0.0221753 PredOutput 0.0947157 0.0520894 
input 0.448933 0.0904786 PredOutput 0.0977772 0.0556662 
input 0.510115 0.132741 PredOutput 0.0981018 0.0560447 
input -0.166914 -0.00465027 PredOutput 0.0952081 0.0526657 
input -1.79305 -5.76468 PredOutput 0.0802562 0.0350133 
input 1.50058 3.37889 PredOutput 0.106953 0.0663731 
input 1.69854 4.90032 PredOutput 0.109293 0.0691052 
input -1.80572 -5.88778 PredOutput 0.0800949 0.0348214 
input -1.67093 -4.66527 PredOutput 0.0818144 0.0368664 
input -0.142871 -0.00291631 PredOutput 0.0953061 0.0527803 
input 0.930311 0.805165 PredOutput 0.10104 0.0594716 
input 0.225729 0.0115018 PredOutput 0.0967554 0.0544741 
input 1.52509 3.54721 PredOutput 0.10724 0.0667075 
input 1.69199 4.84389 PredOutput 0.109215 0.0690142 
input 1.38687 2.66749 PredOutput 0.105647 0.0648477 
input 1.06877 1.22083 PredOutput 0.102299 0.0609403 
input 0.671388 0.302636 PredOutput 0.0990748 0.0571792 
input 1.30587 2.22688 PredOutput 0.104745 0.0637946 
input 1.52032 3.51401 PredOutput 0.107184 0.0666423 
input -1.68522 -4.786 PredOutput 0.081632 0.0366496 
input 1.52079 3.51725 PredOutput 0.107189 0.0666487 
input -1.38439 -2.65326 PredOutput 0.0854057 0.0411275 
input -1.70285 -4.93778 PredOutput 0.0814069 0.0363821 
input -1.86725 -6.5104 PredOutput 0.0793144 0.0338921 
input -1.44839 -3.03851 PredOutput 0.0846213 0.040198 
input 1.78696 5.70613 PredOutput 0.110344 0.0703336 
input 0.603037 0.219297 PredOutput 0.0986403 0.0566726 
input 0.559761 0.175392 PredOutput 0.0983823 0.0563718 
input -0.858314 -0.632323 PredOutput 0.090983 0.0477097 
input -1.32027 -2.30139 PredOutput 0.0861753 0.0420385 
input 1.20127 1.73349 PredOutput 0.103626 0.0624884 
input -0.174639 -0.00532624 PredOutput 0.0951763 0.0526284 
input 1.60094 4.10322 PredOutput 0.108133 0.0677509 
input 0.43812 0.0840966 PredOutput 0.0977222 0.055602 
input -1.63001 -4.33086 PredOutput 0.0823361 0.0374862 
input 0.203493 0.00842654 PredOutput 0.0966641 0.0543674 
input 0.839215 0.591045 PredOutput 0.10029 0.0585965 
input -0.224311 -0.0112863 PredOutput 0.0949667 0.0523832 
input 1.8072 5.90222 PredOutput 0.110584 0.0706141 
input -1.3372 -2.39105 PredOutput 0.0859739 0.0418002 
input 1.19963 1.72641 PredOutput 0.103609 0.0624685 
input -0.651995 -0.277162 PredOutput 0.0925994 0.0496088 
input -0.0663544 -0.000292152 PredOutput 0.0956095 0.0531351 
input -2.11835 -9.50596 PredOutput 0.0762111 0.0301912 
input 1.484 3.26812 PredOutput 0.106761 0.0661479 
input 1.12756 1.43358 PredOutput 0.102874 0.0616112 
input 0.0811164 0.000533735 PredOutput 0.0961796 0.0538015 
input 1.21605 1.79825 PredOutput 0.10378 0.0626688 
input -0.761781 -0.442069 PredOutput 0.0917825 0.0486496 
input -2.13205 -9.69148 PredOutput 0.0760472 0.0299955 
input 2.02002 8.2427 PredOutput 0.11307 0.0735204 
input -2.18478 -10.4286 PredOutput 0.0754221 0.0292487 
input -0.730865 -0.390402 PredOutput 0.0920224 0.0489313 
input -1.92107 -7.08975 PredOutput 0.0786364 0.0330844 
input -1.02265 -1.06952 PredOutput 0.0894476 0.0459022 
input -1.68401 -4.77566 PredOutput 0.0816475 0.036668 
input 0.0818211 0.000547766 PredOutput 0.0961823 0.0538047 
input -1.72213 -5.10735 PredOutput 0.0811608 0.0360894 
input 0.0639095 0.000261033 PredOutput 0.096113 0.0537237 
input -2.01839 -8.22266 PredOutput 0.0774265 0.0316418 
input 1.71072 5.0065 PredOutput 0.109438 0.0692745 
input 1.45249 3.06433 PredOutput 0.106396 0.0657223 
input -0.76772 -0.452489 PredOutput 0.0917355 0.0485944 
input -1.14896 -1.51674 PredOutput 0.088128 0.0443461 
input -1.45311 -3.06827 PredOutput 0.084563 0.0401289 
input -1.11018 -1.36831 PredOutput 0.088545 0.0448382 
input -2.1167 -9.48364 PredOutput 0.076231 0.030215 
input -1.43342 -2.94526 PredOutput 0.0848061 0.0404171 
input -1.48468 -3.27265 PredOutput 0.0841706 0.0396637 
input 1.73673 5.23836 PredOutput 0.109747 0.0696361 
input 0.293602 0.0253092 PredOutput 0.0970438 0.0548107 
input 1.98557 7.82814 PredOutput 0.112674 0.0730573 
input -0.43935 -0.0848069 PredOutput 0.0939226 0.0511605 
input -0.447526 -0.08963 PredOutput 0.0938775 0.0511077 
input 2.04269 8.52333 PredOutput 0.113329 0.0738231 
input 1.9153 7.02606 PredOutput 0.111858 0.0721026 
input -1.90214 -6.88218 PredOutput 0.0788743 0.0333679 
input 1.67149 4.66996 PredOutput 0.108971 0.0687293 
input -1.54776 -3.70778 PredOutput 0.0833791 0.0387246 
input -1.32168 -2.30878 PredOutput 0.0861586 0.0420187 
input -1.98232 -7.78969 PredOutput 0.0778722 0.0321734 
input 0.690359 0.329022 PredOutput 0.0992014 0.0573269 
input -2.08844 -9.10888 PredOutput 0.0765715 0.0306215 
input -0.0495743 -0.000121834 PredOutput 0.0956748 0.0532115 
input -1.71412 -5.03645 PredOutput 0.081263 0.036211 
input -1.50473 -3.40705 PredOutput 0.08392 0.0393664 
input 1.09458 1.31142 PredOutput 0.102548 0.0612315 
input -0.434359 -0.0819498 PredOutput 0.0939499 0.0511926 
input -1.21368 -1.78777 PredOutput 0.0874102 0.0434985 
input 1.02053 1.06286 PredOutput 0.101845 0.0604102 
input 2.04988 8.61364 PredOutput 0.113411 0.0739188 
input 1.3851 2.65729 PredOutput 0.105627 0.0648244 
input -1.72134 -5.10039 PredOutput 0.0811708 0.0361013 
input -1.43716 -2.96835 PredOutput 0.08476 0.0403625 
input -1.11131 -1.37246 PredOutput 0.0885331 0.0448241 
input 0.00310884 3.00465e-08 PredOutput 0.0958786 0.0534497 
input -1.4041 -2.76818 PredOutput 0.0851657 0.0408432 
input -0.84963 -0.613323 PredOutput 0.0910581 0.047798 
input -1.9669 -7.60936 PredOutput 0.0780637 0.0324018 
input 0.359402 0.0464238 PredOutput 0.0973403 0.0551566 
input 1.26601 2.02913 PredOutput 0.104312 0.0632891 
input -1.15348 -1.53472 PredOutput 0.0880787 0.0442879 
input 1.68652 4.79701 PredOutput 0.10915 0.0689381 
input -1.65336 -4.51963 PredOutput 0.0820386 0.0371328 
input -0.620631 -0.239056 PredOutput 0.0928152 0.0498621 
input 0.227397 0.0117585 PredOutput 0.0967623 0.0544821 
input 0.606024 0.222572 PredOutput 0.0986586 0.056694 
input 0.813114 0.537593 PredOutput 0.100087 0.0583595 
input 0.320157 0.0328164 PredOutput 0.0971612 0.0549477 
input -0.220607 -0.0107364 PredOutput 0.0949827 0.0524019 
input 0.069135 0.000330441 PredOutput 0.0961332 0.0537473 
input 1.40707 2.78576 PredOutput 0.105876 0.0651151 
input -2.11645 -9.48039 PredOutput 0.0762339 0.0302185 
input -1.58986 -4.01865 PredOutput 0.0828464 0.0380922 
input 0.737262 0.400742 PredOutput 0.0995261 0.0577056 
input 0.950801 0.859547 PredOutput 0.101218 0.0596786 
input -0.253977 -0.0163827 PredOutput 0.094837 0.0522314 
input 0.417506 0.072776 PredOutput 0.097619 0.0554817 
input 0.330892 0.0362293 PredOutput 0.0972095 0.0550041 
input 0.472501 0.105489 PredOutput 0.0978996 0.0558089 
input -0.337137 -0.0383194 PredOutput 0.0944513 0.0517799 
input 2.15186 9.96418 PredOutput 0.114554 0.0752563 
input -1.67541 -4.70291 PredOutput 0.0817572 0.0367984 
input 1.8597 6.43171 PredOutput 0.111205 0.0713394 
input 0.320034 0.0327785 PredOutput 0.0971607 0.0549471 
input -0.805709 -0.52304 PredOutput 0.0914282 0.0482332 
input 0.685576 0.322231 PredOutput 0.0991692 0.0572894 
input 1.18979 1.68427 PredOutput 0.103506 0.0623493 
input 2.0573 8.7075 PredOutput 0.113495 0.0740174 
input -0.878792 -0.678669 PredOutput 0.0908035 0.0474987 
input -0.659087 -0.286305 PredOutput 0.0925495 0.0495503 
input 1.78242 5.66283 PredOutput 0.11029 0.0702708 
input -1.30774 -2.23646 PredOutput 0.0863236 0.0422139 
input -1.64305 -4.43562 PredOutput 0.08217 0.0372889 
input 1.32311 2.31628 PredOutput 0.104934 0.0640161 
input 0.370133 0.0507078 PredOutput 0.0973905 0.0552152 
input -2.0746 -8.92898 PredOutput 0.0767392 0.0308217 
input 1.19494 1.70625 PredOutput 0.10356 0.0624116 
input -0.0081285 -5.3707e-07 PredOutput 0.0958352 0.053399 
input 1.23634 1.88981 PredOutput 0.103994 0.0629189 
input -1.89225 -6.77538 PredOutput 0.0789988 0.0335163 
input 1.67523 4.70138 PredOutput 0.109015 0.0687813 
input -2.05415 -8.66753 PredOutput 0.0769881 0.0311188 
input 0.203156 0.00838471 PredOutput 0.0966627 0.0543658 
input 0.257281 0.0170304 PredOutput 0.0968875 0.0546283 
input 1.04549 1.14277 PredOutput 0.102078 0.0606821 
input 1.31858 2.29257 PredOutput 0.104884 0.0639578 
input -1.37742 -2.61334 PredOutput 0.0854903 0.0412276 
input -0.0250046 -1.56336e-05 PredOutput 0.09577 0.0533228 
input -0.893287 -0.71281 PredOutput 0.0906744 0.0473468 
input -1.30976 -2.24688 PredOutput 0.0862997 0.0421856 
input 0.588429 0.203743 PredOutput 0.0985518 0.0565694 
input 0.35315 0.044043 PredOutput 0.0973113 0.0551228 
input -1.49102 -3.31472 PredOutput 0.0840916 0.0395699 
input -0.88437 -0.691675 PredOutput 0.0907541 0.0474405 
input 0.29312 0.0251846 PredOutput 0.0970417 0.0548082 
input -0.964255 -0.896553 PredOutput 0.0900178 0.0465739 
input -1.77092 -5.55387 PredOutput 0.0805382 0.0353489 
input 1.26292 2.01431 PredOutput 0.104278 0.0632503 
input -0.805442 -0.522519 PredOutput 0.0914304 0.0482358 
input 2.14521 9.87206 PredOutput 0.114481 0.0751703 
input -1.54422 -3.68238 PredOutput 0.0834238 0.0387776 
input 0.908697 0.750339 PredOutput 0.100856 0.0592573 
input 1.59623 4.06709 PredOutput 0.108078 0.0676858 
input 1.07531 1.24339 PredOutput 0.102362 0.0610136 
input -1.53093 -3.58808 PredOutput 0.0835912 0.0389763 
input 0.747641 0.417906 PredOutput 0.0996002 0.057792 
input -0.763586 -0.445219 PredOutput 0.0917683 0.0486328 
input 1.73034 5.18076 PredOutput 0.109671 0.0695473 
input 1.62129 4.26166 PredOutput 0.108374 0.0680326 
input -2.0544 -8.67073 PredOutput 0.0769851 0.0311151 
input -0.18897 -0.006748 PredOutput 0.0951167 0.0525587 
input -2.10719 -9.3564 PredOutput 0.0763453 0.0303515 
input 1.1368 1.46911 PredOutput 0.102966 0.061719 
input -1.25385 -1.97124 PredOutput 0.086952 0.042957 
input 1.97813 7.74048 PredOutput 0.112588 0.0729568 
input 0.878254 0.677423 PredOutput 0.100604 0.0589624 
input -1.03491 -1.10844 PredOutput 0.0893245 0.0457573 
input 1.46122 3.11993 PredOutput 0.106497 0.0658399 
input 1.74164 5.28295 PredOutput 0.109806 0.0697044 
input 1.11307 1.37901 PredOutput 0.10273 0.0614433 
input 0.465742 0.101027 PredOutput 0.0978642 0.0557676 
input -1.81192 -5.9486 PredOutput 0.0800161 0.0347276 
input 1.23324 1.87563 PredOutput 0.103962 0.0628806 
input 1.51021 3.44439 PredOutput 0.107066 0.0665044 
input 0.334611 0.0374646 PredOutput 0.0972264 0.0550237 
input 0.199565 0.00794794 PredOutput 0.0966481 0.0543487 
input -2.05918 -8.73141 PredOutput 0.0769268 0.0310456 
input -1.61255 -4.19314 PredOutput 0.0825583 0.0377501 
input 0.602382 0.218583 PredOutput 0.0986363 0.056668 
input 1.58017 3.9456 PredOutput 0.107888 0.0674641 
input 1.26602 2.02921 PredOutput 0.104312 0.0632893 
input 0.31572 0.0314707 PredOutput 0.0971414 0.0549246 
input 1.83796 6.20876 PredOutput 0.110948 0.0710396 
input 0.828958 0.569636 PredOutput 0.100209 0.0585026 
input 0.56404 0.179444 PredOutput 0.0984073 0.0564009 
input 1.71228 5.02021 PredOutput 0.109456 0.0692962 
input -1.57869 -3.93452 PredOutput 0.082988 0.0382604 
input 0.927551 0.798018 PredOutput 0.101016 0.059444 
input -0.0386594 -5.77785e-05 PredOutput 0.0957172 0.053261 
input -0.656035 -0.282346 PredOutput 0.092571 0.0495755 
input -0.778977 -0.472688 PredOutput 0.0916457 0.0484888 
input 1.60354 4.12328 PredOutput 0.108164 0.067787 
input 2.18434 10.4223 PredOutput 0.114911 0.075674 
input -0.09978 -0.000993415 PredOutput 0.0954783 0.0529817 
input 0.0973222 0.000921799 PredOutput 0.0962426 0.053875 
input -1.84622 -6.29285 PredOutput 0.0795806 0.0342092 
input 1.54786 3.70847 PredOutput 0.107507 0.0670195 
input -1.75536 -5.40881 PredOutput 0.0807365 0.0355849 
input 0.705331 0.350896 PredOutput 0.0993032 0.0574457 
input -0.328414 -0.0354212 PredOutput 0.0944935 0.0518293 
input -1.54353 -3.67741 PredOutput 0.0834325 0.038788 
input -0.274266 -0.0206308 PredOutput 0.0947461 0.052125 
input -0.532549 -0.151036 PredOutput 0.0933819 0.0505267 
input 1.11487 1.38571 PredOutput 0.102748 0.0614641 
input -0.421803 -0.0750461 PredOutput 0.094018 0.0512724 
input 1.79205 5.75506 PredOutput 0.110405 0.0704042 
input 1.35599 2.49326 PredOutput 0.1053 0.0644425 
input -1.58917 -4.01336 PredOutput 0.0828552 0.0381027 
input -2.05597 -8.69056 PredOutput 0.076966 0.0310924 
input -1.64203 -4.42731 PredOutput 0.0821831 0.0373044 
input -0.967175 -0.904722 PredOutput 0.0899899 0.0465411 
input -0.96539 -0.899723 PredOutput 0.0900069 0.0465611 
input 0.879048 0.679264 PredOutput 0.10061 0.05897 
input -0.195902 -0.00751829 PredOutput 0.0950876 0.0525247 
input -1.16129 -1.56609 PredOutput 0.0879933 0.0441871 
input 0.746939 0.416731 PredOutput 0.0995951 0.0577861 
input 0.641049 0.263435 PredOutput 0.0988778 0.0569495 
input -0.857648 -0.630851 PredOutput 0.0909888 0.0477166 
input -0.621599 -0.240177 PredOutput 0.0928087 0.0498544 
input -0.889466 -0.703702 PredOutput 0.0907086 0.047387 
input -0.117283 -0.00161328 PredOutput 0.0954089 0.0529005 
input -1.28403 -2.11701 PredOutput 0.0866019 0.0425431 
input -0.586156 -0.201391 PredOutput 0.0930438 0.0501302 
input 1.96068 7.53733 PredOutput 0.112386 0.0727205 
input -0.343312 -0.0404638 PredOutput 0.0944212 0.0517446 
input -0.800798 -0.513534 PredOutput 0.0914686 0.0482807 
input 0.942001 0.835901 PredOutput 0.101141 0.0595893 
input -0.167053 -0.00466192 PredOutput 0.0952076 0.052665 
input 0.716674 0.368099 PredOutput 0.0993815 0.057537 
input 2.09851 9.24134 PredOutput 0.11396 0.0745614 
input 1.45005 3.04894 PredOutput 0.106368 0.0656896 
input -0.572239 -0.187384 PredOutput 0.0931336 0.0502355 
input -2.04262 -8.52246 PredOutput 0.077129 0.0312869 
input -1.29365 -2.16496 PredOutput 0.0864893 0.0424099 
input 0.589548 0.204907 PredOutput 0.0985585 0.0565772 
input 0.985167 0.956159 PredOutput 0.101522 0.060034 
input -0.514741 -0.136385 PredOutput 0.0934897 0.0506532 
input -0.35419 -0.0444334 PredOutput 0.0943677 0.0516819 
input 2.07765 8.96849 PredOutput 0.113725 0.0742868 
input -1.87518 -6.59365 PredOutput 0.0792142 0.0337728 
input 1.5453 3.69008 PredOutput 0.107477 0.0669843 
input 0.371897 0.0514363 PredOutput 0.0973988 0.0552249 
input 0.239234 0.0136921 PredOutput 0.0968116 0.0545396 
input -0.173644 -0.00523579 PredOutput 0.0951804 0.0526332 
input 1.13736 1.47128 PredOutput 0.102972 0.0617255 
input 0.810962 0.533336 PredOutput 0.10007 0.0583402 
input 1.7941 5.77484 PredOutput 0.110429 0.0704327 
input -1.87218 -6.56206 PredOutput 0.0792521 0.0338179 
input -0.0455141 -9.42841e-05 PredOutput 0.0956906 0.0532299 
input 0.0524864 0.000144591 PredOutput 0.0960689 0.0536721 
input -0.26764 -0.0191715 PredOutput 0.094776 0.05216 
input 1.07682 1.24862 PredOutput 0.102376 0.0610305 
input 0.601844 0.217998 PredOutput 0.098633 0.0566641 
input -0.0787273 -0.000487951 PredOutput 0.0955611 0.0530785 
input -1.20422 -1.74628 PredOutput 0.0875167 0.0436243 
input -0.917938 -0.773464 PredOutput 0.0904509 0.0470838 
input 2.17931 10.3504 PredOutput 0.114856 0.0756096 
input -1.97046 -7.65077 PredOutput 0.0780194 0.032349 
input 1.86568 6.49399 PredOutput 0.111275 0.0714218 
input -0.995583 -0.986808 PredOutput 0.0897152 0.0462175 
input -1.85574 -6.39075 PredOutput 0.07946 0.0340655 
input -1.46474 -3.14255 PredOutput 0.0844188 0.0399579 
input 1.80518 5.88246 PredOutput 0.11056 0.0705862 
input -0.688613 -0.326531 PredOutput 0.0923377 0.0493016 
input 0.760242 0.439395 PredOutput 0.0996912 0.0578982 
input 0.141288 0.00282042 PredOutput 0.0964148 0.0540763 
input 0.639692 0.261766 PredOutput 0.0988691 0.0569394 
input -0.459286 -0.0968833 PredOutput 0.0938118 0.0510307 
input -1.30984 -2.24725 PredOutput 0.0862988 0.0421846 
input -2.03431 -8.41877 PredOutput 0.0772309 0.0314085 
input 2.09213 9.15728 PredOutput 0.113889 0.0744775 
input 1.61477 4.21048 PredOutput 0.108297 0.0679423 
input -0.894491 -0.715694 PredOutput 0.0906636 0.0473341 
input 1.40358 2.76513 PredOutput 0.105836 0.0650689 
input 1.73535 5.22589 PredOutput 0.109731 0.069617 
input -0.961836 -0.889822 PredOutput 0.0900408 0.046601 
input 0.722991 0.37792 PredOutput 0.0994255 0.0575883 
input 1.98393 7.80872 PredOutput 0.112655 0.0730351 
input -1.25119 -1.95872 PredOutput 0.0869826 0.0429932 
input 1.97211 7.66992 PredOutput 0.112519 0.0728753 
input 0.706313 0.352364 PredOutput 0.09931 0.0574536 
input 1.28379 2.11583 PredOutput 0.104504 0.0635135 
input -1.81865 -6.01512 PredOutput 0.0799305 0.0346258 
input -1.39915 -2.73898 PredOutput 0.0852262 0.0409149 
input 0.26356 0.0183079 PredOutput 0.0969142 0.0546594 
input -0.234744 -0.0129355 PredOutput 0.0949215 0.0523303 
input -1.612 -4.18882 PredOutput 0.0825653 0.0377585 
input 0.511116 0.133524 PredOutput 0.0981073 0.0560511 
input 1.96413 7.57722 PredOutput 0.112426 0.0727673 
input -1.98728 -7.8483 PredOutput 0.0778107 0.0321001 
input -1.33869 -2.39903 PredOutput 0.0859562 0.0417792 
input -0.145836 -0.00310167 PredOutput 0.0952941 0.0527663 
input -2.07347 -8.91442 PredOutput 0.0767529 0.0308381 
input 1.28359 2.11485 PredOutput 0.104502 0.063511 
input -1.76327 -5.48219 PredOutput 0.0806357 0.0354649 
input 0.546198 0.162948 PredOutput 0.0983041 0.0562805 
input 1.75327 5.38951 PredOutput 0.109944 0.0698661 
input 0.297652 0.0263711 PredOutput 0.0970615 0.0548314 
input -2.07995 -8.99828 PredOutput 0.0766743 0.0307442 
input -0.0893746 -0.000713907 PredOutput 0.0955193 0.0530297 
input 2.03508 8.42836 PredOutput 0.113242 0.0737216 
input -0.214465 -0.00986437 PredOutput 0.095009 0.0524326 
input 1.37677 2.60965 PredOutput 0.105533 0.0647147 
input -0.685716 -0.322428 PredOutput 0.0923588 0.0493263 
input 1.60167 4.10884 PredOutput 0.108142 0.067761 
input -1.02573 -1.07919 PredOutput 0.0894168 0.045866 
input 1.47026 3.17819 PredOutput 0.106601 0.0659619 
input -1.18739 -1.67408 PredOutput 0.0877049 0.0438466 
input -0.414727 -0.0713325 PredOutput 0.094056 0.0513168 
